1, 0.1048, 3
2, 0.1039, 42
3, 0.1049, 51
4, 0.1048, 59
5, 0.1025, 68
6, 0.1073, 76
7, 0.1075, 85
8, 0.1047, 94
9, 0.1032, 103
10, 0.1037, 111
11, 0.1044, 120
12, 0.1042, 128
13, 0.1035, 138
14, 0.1049, 146
15, 0.102, 155
16, 0.1023, 164
17, 0.1046, 172
18, 0.1023, 181
19, 0.1019, 190
20, 0.1023, 199
21, 0.103, 207
22, 0.104, 216
23, 0.1034, 225
24, 0.1043, 234
25, 0.1043, 242
26, 0.1042, 251
27, 0.1058, 260
28, 0.107, 268
29, 0.1061, 277
30, 0.1092, 286
31, 0.1104, 294
32, 0.1118, 303
33, 0.1151, 311
34, 0.1218, 320
35, 0.1311, 329
36, 0.137, 337
37, 0.1462, 346
38, 0.1559, 355
39, 0.1633, 363
40, 0.1647, 372
41, 0.165, 381
42, 0.1717, 389
43, 0.1746, 398
44, 0.1711, 411
45, 0.1714, 420
46, 0.1706, 429
47, 0.1724, 437
48, 0.1783, 446
49, 0.1731, 455
50, 0.1756, 463
51, 0.1752, 472
52, 0.1798, 481
53, 0.1772, 489
54, 0.1786, 498
55, 0.1792, 507
56, 0.1826, 515
57, 0.1856, 524
58, 0.185, 533
59, 0.188, 541
60, 0.1902, 550
61, 0.1932, 559
62, 0.1967, 567
63, 0.195, 576
64, 0.2045, 585
65, 0.2092, 594
66, 0.2157, 602
67, 0.2224, 611
68, 0.2252, 620
69, 0.2297, 629
70, 0.2328, 637
71, 0.2422, 646
72, 0.253, 654
73, 0.2528, 663
74, 0.2567, 671
75, 0.2624, 680
76, 0.2593, 689
77, 0.2594, 697
78, 0.2588, 706
79, 0.2727, 714
80, 0.2697, 723
81, 0.2577, 731
82, 0.2514, 740
83, 0.254, 749
84, 0.1989, 757
85, 0.2181, 766
86, 0.2527, 775
87, 0.1843, 784
88, 0.1614, 793
89, 0.1891, 801
90, 0.2434, 811
91, 0.1664, 819
92, 0.1559, 828
93, 0.1392, 837
94, 0.1555, 845
95, 0.1791, 854
96, 0.1683, 863
97, 0.1454, 871
98, 0.1435, 880
99, 0.1589, 889
100, 0.1796, 898
101, 0.2141, 906
102, 0.1852, 915
103, 0.1803, 924
104, 0.1797, 932
105, 0.2115, 941
106, 0.2234, 950
107, 0.2203, 958
108, 0.2091, 967
109, 0.2055, 976
110, 0.2181, 985
111, 0.2305, 994
112, 0.2437, 1002
113, 0.244, 1011
114, 0.1925, 1020
115, 0.1815, 1028
116, 0.2025, 1037
117, 0.2686, 1046
118, 0.2213, 1054
