1, 0.0781, 27
2, 0.0805, 46
3, 0.0811, 64
4, 0.0814, 83
5, 0.0832, 103
6, 0.0859, 122
7, 0.0891, 142
8, 0.0921, 160
9, 0.0949, 178
10, 0.0974, 195
11, 0.0995, 214
12, 0.1031, 231
13, 0.1084, 249
14, 0.1124, 266
15, 0.1158, 285
16, 0.1202, 302
17, 0.1223, 319
18, 0.1239, 337
19, 0.1266, 354
20, 0.1288, 371
21, 0.1313, 389
22, 0.1331, 406
23, 0.1342, 424
24, 0.1358, 442
25, 0.1359, 459
26, 0.1366, 477
27, 0.1379, 494
28, 0.1377, 512
29, 0.14, 530
30, 0.1397, 548
31, 0.1406, 566
32, 0.1411, 583
33, 0.1423, 601
34, 0.1433, 619
35, 0.1446, 636
36, 0.1453, 654
37, 0.1461, 671
38, 0.1483, 689
39, 0.15, 707
40, 0.1516, 724
41, 0.1532, 742
42, 0.1532, 759
43, 0.1556, 777
44, 0.1579, 794
45, 0.1609, 812
46, 0.1622, 830
47, 0.1638, 847
48, 0.1652, 865
49, 0.1676, 882
50, 0.1704, 899
51, 0.1706, 917
52, 0.1699, 934
53, 0.1708, 952
54, 0.1715, 969
55, 0.1723, 987
56, 0.1726, 1004
57, 0.1728, 1022
58, 0.1723, 1039
59, 0.1731, 1057
60, 0.1736, 1074
61, 0.1738, 1092
62, 0.1747, 1109
63, 0.1747, 1127
64, 0.1754, 1145
65, 0.1761, 1162
66, 0.1766, 1179
67, 0.1796, 1197
68, 0.1808, 1214
69, 0.182, 1232
70, 0.1834, 1250
71, 0.1849, 1268
72, 0.1866, 1285
73, 0.1881, 1303
74, 0.1892, 1321
75, 0.1911, 1338
76, 0.1915, 1356
77, 0.1938, 1373
78, 0.1972, 1391
79, 0.2016, 1408
80, 0.2062, 1425
81, 0.2083, 1443
82, 0.2126, 1460
83, 0.216, 1477
84, 0.2186, 1495
85, 0.2219, 1513
86, 0.2242, 1530
87, 0.2253, 1548
88, 0.2278, 1565
