1, 0.0941, 27
2, 0.0942, 45
3, 0.0939, 62
4, 0.0948, 80
5, 0.096, 97
6, 0.0965, 116
7, 0.0961, 134
8, 0.0961, 152
9, 0.0964, 170
10, 0.097, 188
11, 0.0974, 206
12, 0.0975, 224
13, 0.0983, 242
14, 0.0987, 260
15, 0.0988, 278
16, 0.0991, 295
17, 0.0997, 313
18, 0.0995, 331
19, 0.0997, 349
20, 0.1001, 367
21, 0.1004, 385
22, 0.1001, 403
23, 0.1005, 421
24, 0.1007, 438
25, 0.1006, 456
26, 0.1003, 475
27, 0.1002, 493
28, 0.1004, 511
29, 0.1014, 528
30, 0.1008, 546
31, 0.1006, 564
32, 0.1009, 582
33, 0.1011, 599
34, 0.1012, 617
35, 0.1011, 635
36, 0.1009, 653
37, 0.1009, 670
38, 0.1008, 688
39, 0.1009, 706
40, 0.1013, 723
41, 0.1012, 741
42, 0.1009, 759
43, 0.1006, 777
44, 0.1007, 795
45, 0.1006, 813
46, 0.101, 831
47, 0.101, 848
48, 0.1012, 866
49, 0.1013, 884
50, 0.1037, 901
51, 0.1054, 919
52, 0.1072, 937
53, 0.1093, 954
54, 0.1115, 972
55, 0.114, 990
56, 0.116, 1008
57, 0.1184, 1026
58, 0.1218, 1044
59, 0.1267, 1062
60, 0.1296, 1080
61, 0.1323, 1098
62, 0.1353, 1116
63, 0.1364, 1133
64, 0.1387, 1151
65, 0.1415, 1169
66, 0.1434, 1187
67, 0.1452, 1205
68, 0.148, 1222
69, 0.1491, 1241
70, 0.1509, 1259
71, 0.1514, 1277
72, 0.1502, 1295
73, 0.1507, 1313
74, 0.1503, 1330
75, 0.1515, 1349
76, 0.1504, 1366
77, 0.151, 1384
78, 0.1511, 1401
79, 0.1498, 1419
80, 0.1494, 1437
81, 0.148, 1455
82, 0.1477, 1472
83, 0.1477, 1490
84, 0.1479, 1508
85, 0.1495, 1526
86, 0.1498, 1543
87, 0.1507, 1561
88, 0.152, 1579
89, 0.1529, 1597
90, 0.153, 1614
91, 0.1527, 1632
92, 0.1541, 1650
93, 0.1556, 1667
94, 0.1554, 1685
95, 0.1549, 1702
96, 0.1574, 1720
97, 0.159, 1738
98, 0.1606, 1755
99, 0.1636, 1773
100, 0.1664, 1790
101, 0.1692, 1808
102, 0.1732, 1826
103, 0.176, 1844
104, 0.1797, 1862
105, 0.1836, 1880
106, 0.1865, 1897
107, 0.1872, 1916
108, 0.189, 1933
109, 0.1912, 1951
110, 0.1933, 1969
111, 0.1957, 1987
112, 0.1984, 2004
113, 0.2001, 2022
114, 0.2028, 2039
115, 0.204, 2057
116, 0.2086, 2075
117, 0.2119, 2092
118, 0.2138, 2111
119, 0.2155, 2129
120, 0.2171, 2146
121, 0.2197, 2164
122, 0.2214, 2182
123, 0.2248, 2200
124, 0.2263, 2217
125, 0.2284, 2235
126, 0.2303, 2253
127, 0.2332, 2270
128, 0.2357, 2288
129, 0.2371, 2306
130, 0.2391, 2323
131, 0.2408, 2341
132, 0.243, 2358
133, 0.2477, 2373
134, 0.2506, 2386
135, 0.2539, 2400
136, 0.256, 2414
137, 0.2571, 2428
138, 0.2576, 2442
139, 0.2581, 2456
140, 0.2589, 2470
141, 0.2598, 2484
142, 0.2607, 2497
143, 0.2607, 2511
144, 0.2619, 2525
145, 0.2634, 2539
146, 0.2651, 2552
147, 0.2658, 2567
148, 0.2669, 2581
149, 0.2684, 2595
150, 0.269, 2609
151, 0.2682, 2624
152, 0.2692, 2638
