1, 0.079, 38
2, 0.0825, 64
3, 0.0869, 90
4, 0.0904, 116
5, 0.0952, 142
6, 0.0983, 168
7, 0.1024, 194
8, 0.106, 220
9, 0.1091, 246
10, 0.1114, 272
11, 0.1136, 301
12, 0.1157, 329
13, 0.1175, 356
14, 0.1187, 382
15, 0.1213, 408
16, 0.1223, 433
17, 0.1235, 459
18, 0.1246, 485
19, 0.1257, 510
20, 0.1263, 536
21, 0.1285, 561
22, 0.1293, 587
23, 0.13, 613
24, 0.1319, 639
25, 0.1343, 664
26, 0.1356, 696
27, 0.1354, 724
28, 0.137, 750
29, 0.1375, 776
30, 0.1385, 803
31, 0.1406, 830
32, 0.1399, 857
33, 0.1408, 883
34, 0.143, 911
35, 0.1451, 937
36, 0.145, 962
37, 0.1458, 988
38, 0.1464, 1014
39, 0.148, 1040
40, 0.1497, 1067
41, 0.149, 1092
42, 0.1496, 1118
43, 0.151, 1144
44, 0.1514, 1169
45, 0.1544, 1195
46, 0.1579, 1221
47, 0.1603, 1246
48, 0.1636, 1272
49, 0.167, 1298
50, 0.1691, 1324
51, 0.173, 1349
52, 0.174, 1375
53, 0.1777, 1401
54, 0.1788, 1427
55, 0.1782, 1453
56, 0.1787, 1481
57, 0.179, 1508
58, 0.1801, 1534
59, 0.182, 1560
60, 0.1831, 1585
61, 0.1845, 1611
62, 0.1868, 1637
63, 0.1886, 1664
64, 0.1895, 1697
65, 0.19, 1723
66, 0.1924, 1750
67, 0.1951, 1776
68, 0.1956, 1804
69, 0.1974, 1832
70, 0.2003, 1861
71, 0.2036, 1887
72, 0.2056, 1915
73, 0.2097, 1940
74, 0.213, 1966
75, 0.2177, 1992
76, 0.222, 2018
77, 0.2272, 2043
78, 0.2309, 2069
79, 0.2355, 2094
80, 0.2384, 2120
81, 0.2402, 2149
82, 0.2403, 2175
83, 0.2431, 2200
84, 0.2443, 2225
85, 0.2472, 2251
86, 0.2492, 2278
87, 0.2519, 2303
88, 0.2555, 2329
89, 0.2567, 2355
